Active VC,ZAWL Stock,RAS Stock,Regional stock,Plant stock,PPL,FUEL,Trim,Color,AMT/ MT,EX-SHOWROOM,Consumer Discount,Green Bonus,Existing TATA ICE user,Existing TATA EV user,Intervention,Exchange/Scrappage,Unknown w ,Unknown x,Unknown y,Unknown z ,Top 20 Corporate/Alliance,TOI/Rural govt/Top 10,Aditional discount,Final Billing Price,INSURANCE 75%,By Dealer,Self,Normal RTO,TRC,BH,TCS @ 1%,Fastag,On Road Price
54640826AM3R,,,,,Nexon,Petrol,Smart +,ROYALE_BLUE,AMT,959990,15000,0,0,0,0,15000,0,0,0,0,0,0,,929990,34515,35000,0,102099.0206,200,15000,0,600,1117404.021
54640826ANLR,,,,,Nexon,Petrol,Smart +,GRSLAND_BEIG,AMT,959990,15000,0,0,0,0,15000,0,0,0,0,0,0,,929990,34515,35000,0,102099.0206,200,15000,0,600,1117404.021
54640326AIJR,,Yes,Yes,Yes,Nexon,Diesel,Smart + S,PRISTIN_WHTE,MT,1029990,15000,0,0,0,0,30000,0,0,0,0,0,0,,984990,38065,35000,0,144948.6414,200,15000,10300,600,1229103.641
54640326AL3R,,Yes,Yes,Yes,Nexon,Diesel,Smart + S,DAYTONA_GREY,MT,1029990,15000,0,0,0,0,30000,0,0,0,0,0,0,,984990,38065,35000,0,144948.6414,200,15000,10300,600,1229103.641
54640326AM3R,,,,Yes,Nexon,Diesel,Smart + S,ROYALE_BLUE,MT,1029990,15000,0,0,0,0,30000,0,0,0,0,0,0,,984990,38065,35000,0,144948.6414,200,15000,10300,600,1229103.641
54640326ANLR,,,,,Nexon,Diesel,Smart + S,GRSLAND_BEIG,MT,1029990,15000,0,0,0,0,30000,0,0,0,0,0,0,,984990,38065,35000,0,144948.6414,200,15000,10300,600,1229103.641
54649825AIJR,,Yes,Yes,,Nexon,Petrol,Smart + S,PRISTIN_WHTE,MT,919990,15000,0,0,0,0,15000,0,0,0,0,0,0,,889990,33740,35000,0,98048.965,200,15000,0,600,1072578.965
54649825AL3R,,Yes,Yes,,Nexon,Petrol,Smart + S,DAYTONA_GREY,MT,919990,15000,0,0,0,0,15000,0,0,0,0,0,0,,889990,33740,35000,0,98048.965,200,15000,0,600,1072578.965
54649825AM3R,,,,,Nexon,Petrol,Smart + S,ROYALE_BLUE,MT,919990,15000,0,0,0,0,15000,0,0,0,0,0,0,,889990,33740,35000,0,98048.965,200,15000,0,600,1072578.965
54649825ANLR,,,,,Nexon,Petrol,Smart + S,GRSLAND_BEIG,MT,919990,15000,0,0,0,0,15000,0,0,0,0,0,0,,889990,33740,35000,0,98048.965,200,15000,0,600,1072578.965
54640827AIJR,,Yes,Yes,Yes,Nexon,Diesel,Pure +,PRISTIN_WHTE,MT,1099990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1054990,39567,35000,0,154398.65,200,15000,11000,600,1310755.65
54640827AL3R,,Yes,Yes,,Nexon,Diesel,Pure +,DAYTONA_GREY,MT,1099990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1054990,39567,35000,0,154398.65,200,15000,11000,600,1310755.65
54640827AM3R,,,,Yes,Nexon,Diesel,Pure +,ROYALE_BLUE,MT,1099990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1054990,39567,35000,0,154398.65,200,15000,11000,600,1310755.65
54640827ANLR,,,,Yes,Nexon,Diesel,Pure +,GRSLAND_BEIG,MT,1099990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1054990,39567,35000,0,154398.65,200,15000,11000,600,1310755.65
54640827ANZR,,,Yes,,Nexon,Diesel,Pure +,PURE_GREY,MT,1099990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1054990,39567,35000,0,154398.65,200,15000,11000,600,1310755.65
54640927AIJR,,,Yes,Yes,Nexon,Diesel,Pure +,PRISTIN_WHTE,AMT,1169990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1124990,41074,35000,0,163848.6099,200,15000,11700,600,1392412.61
54640927AL3R,,,,Yes,Nexon,Diesel,Pure +,DAYTONA_GREY,AMT,1169990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1124990,41074,35000,0,163848.6099,200,15000,11700,600,1392412.61
54640927AM3R,,,,Yes,Nexon,Diesel,Pure +,ROYALE_BLUE,AMT,1169990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1124990,41074,35000,0,163848.6099,200,15000,11700,600,1392412.61
54640927ANLR,,,,Yes,Nexon,Diesel,Pure +,GRSLAND_BEIG,AMT,1169990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1124990,41074,35000,0,163848.6099,200,15000,11700,600,1392412.61
54640927ANZR,,,,Yes,Nexon,Diesel,Pure +,PURE_GREY,AMT,1169990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1124990,41074,35000,0,163848.6099,200,15000,11700,600,1392412.61
54641027AIJR,,Yes,Yes,,Nexon,Petrol,Pure +,PRISTIN_WHTE,MT,969990,15000,0,0,0,0,15000,0,0,0,0,0,0,,939990,34710,35000,0,103111.4875,200,15000,0,600,1128611.488
54641027AL3R,,Yes,Yes,,Nexon,Petrol,Pure +,DAYTONA_GREY,MT,969990,15000,0,0,0,0,15000,0,0,0,0,0,0,,939990,34710,35000,0,103111.4875,200,15000,0,600,1128611.488
54641027AM3R,,,Yes,,Nexon,Petrol,Pure +,ROYALE_BLUE,MT,969990,15000,0,0,0,0,15000,0,0,0,0,0,0,,939990,34710,35000,0,103111.4875,200,15000,0,600,1128611.488
54641027ANLR,,,,,Nexon,Petrol,Pure +,GRSLAND_BEIG,MT,969990,15000,0,0,0,0,15000,0,0,0,0,0,0,,939990,34710,35000,0,103111.4875,200,15000,0,600,1128611.488
54641027ANZR,,Yes,Yes,,Nexon,Petrol,Pure +,PURE_GREY,MT,969990,15000,0,0,0,0,15000,0,0,0,0,0,0,,939990,34710,35000,0,103111.4875,200,15000,0,600,1128611.488
54641127AIJR,,,Yes,,Nexon,Petrol,Pure +,PRISTIN_WHTE,AMT,1039990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1009990,36063,35000,0,110198.9563,200,15000,10400,600,1217451.956
54641127AL3R,,,Yes,,Nexon,Petrol,Pure +,DAYTONA_GREY,AMT,1039990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1009990,36063,35000,0,110198.9563,200,15000,10400,600,1217451.956
54641127AM3R,,,,Yes,Nexon,Petrol,Pure +,ROYALE_BLUE,AMT,1039990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1009990,36063,35000,0,110198.9563,200,15000,10400,600,1217451.956
54641127ANLR,,,,,Nexon,Petrol,Pure +,GRSLAND_BEIG,AMT,1039990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1009990,36063,35000,0,110198.9563,200,15000,10400,600,1217451.956
54641127ANZR,,,Yes,Yes,Nexon,Petrol,Pure +,PURE_GREY,AMT,1039990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1009990,36063,35000,0,110198.9563,200,15000,10400,600,1217451.956
54641227AIJR,,Yes,Yes,Yes,Nexon,Diesel,Pure + S,PRISTIN_WHTE,MT,1129990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1084990,40215,35000,0,158448.6966,200,15000,11300,600,1345753.697
54641227AL3R,,,Yes,Yes,Nexon,Diesel,Pure + S,DAYTONA_GREY,MT,1129990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1084990,40215,35000,0,158448.6966,200,15000,11300,600,1345753.697
54641227AM3R,,,,Yes,Nexon,Diesel,Pure + S,ROYALE_BLUE,MT,1129990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1084990,40215,35000,0,158448.6966,200,15000,11300,600,1345753.697
54641227ANLR,,,,Yes,Nexon,Diesel,Pure + S,GRSLAND_BEIG,MT,1129990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1084990,40215,35000,0,158448.6966,200,15000,11300,600,1345753.697
54641227ANZR,,,Yes,Yes,Nexon,Diesel,Pure + S,PURE_GREY,MT,1129990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1084990,40215,35000,0,158448.6966,200,15000,11300,600,1345753.697
54641427AIJR,,Yes,Yes,,Nexon,Petrol,Pure + S,PRISTIN_WHTE,MT,999990,15000,0,0,0,0,15000,0,0,0,0,0,0,,969990,35288,35000,0,106148.9972,200,15000,0,600,1162226.997
54641427AL3R,,Yes,Yes,,Nexon,Petrol,Pure + S,DAYTONA_GREY,MT,999990,15000,0,0,0,0,15000,0,0,0,0,0,0,,969990,35288,35000,0,106148.9972,200,15000,0,600,1162226.997
54641427AM3R,,Yes,Yes,,Nexon,Petrol,Pure + S,ROYALE_BLUE,MT,999990,15000,0,0,0,0,15000,0,0,0,0,0,0,,969990,35288,35000,0,106148.9972,200,15000,0,600,1162226.997
54641427ANLR,,,,,Nexon,Petrol,Pure + S,GRSLAND_BEIG,MT,999990,15000,0,0,0,0,15000,0,0,0,0,0,0,,969990,35288,35000,0,106148.9972,200,15000,0,600,1162226.997
54641427ANZR,,Yes,Yes,,Nexon,Petrol,Pure + S,PURE_GREY,MT,999990,15000,0,0,0,0,15000,0,0,0,0,0,0,,969990,35288,35000,0,106148.9972,200,15000,0,600,1162226.997
54641527AIJR,,,Yes,,Nexon,Petrol,Pure + S,PRISTIN_WHTE,AMT,1069990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1039990,36648,35000,0,113236.4592,200,15000,10700,600,1251374.459
54641527AL3R,,,,,Nexon,Petrol,Pure + S,DAYTONA_GREY,AMT,1069990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1039990,36648,35000,0,113236.4592,200,15000,10700,600,1251374.459
54641527AM3R,,,,,Nexon,Petrol,Pure + S,ROYALE_BLUE,AMT,1069990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1039990,36648,35000,0,113236.4592,200,15000,10700,600,1251374.459
54641527ANLR,,,,,Nexon,Petrol,Pure + S,GRSLAND_BEIG,AMT,1069990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1039990,36648,35000,0,113236.4592,200,15000,10700,600,1251374.459
54641527ANZR,,,,,Nexon,Petrol,Pure + S,PURE_GREY,AMT,1069990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1039990,36648,35000,0,113236.4592,200,15000,10700,600,1251374.459
54641627AIJR,,,Yes,Yes,Nexon,Diesel,Creative,PRISTIN_WHTE,AMT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.678,200,15000,13100,600,1555723.678
54641627AL3R,,,,,Nexon,Diesel,Creative,DAYTONA_GREY,AMT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.678,200,15000,13100,600,1555723.678
54641627AM3R,,,,Yes,Nexon,Diesel,Creative,ROYALE_BLUE,AMT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.678,200,15000,13100,600,1555723.678
54641627ANLR,,,,Yes,Nexon,Diesel,Creative,GRSLAND_BEIG,AMT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.678,200,15000,13100,600,1555723.678
54641627ANYR,,,,,Nexon,Diesel,Creative,OCN_BLUE,AMT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.678,200,15000,13100,600,1555723.678
54641627ANZR,,,,Yes,Nexon,Diesel,Creative,PURE_GREY,AMT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.678,200,15000,13100,600,1555723.678
54641727AIJR,,,Yes,Yes,Nexon,Diesel,Creative,PRISTIN_WHTE,MT,1239990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1194990,42578,35000,0,173298.6742,200,15000,12400,600,1474066.674
54641727AL3R,,,Yes,Yes,Nexon,Diesel,Creative,DAYTONA_GREY,MT,1239990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1194990,42578,35000,0,173298.6742,200,15000,12400,600,1474066.674
54641727AM3R,,Yes,Yes,Yes,Nexon,Diesel,Creative,ROYALE_BLUE,MT,1239990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1194990,42578,35000,0,173298.6742,200,15000,12400,600,1474066.674
54641727ANLR,,,,Yes,Nexon,Diesel,Creative,GRSLAND_BEIG,MT,1239990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1194990,42578,35000,0,173298.6742,200,15000,12400,600,1474066.674
54641727ANYR,,,,Yes,Nexon,Diesel,Creative,OCN_BLUE,MT,1239990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1194990,42578,35000,0,173298.6742,200,15000,12400,600,1474066.674
54641727ANZR,,,Yes,Yes,Nexon,Diesel,Creative,PURE_GREY,MT,1239990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1194990,42578,35000,0,173298.6742,200,15000,12400,600,1474066.674
54641827AIJR,,,Yes,,Nexon,Petrol,Creative,PRISTIN_WHTE,AMT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4775,200,15000,11700,600,1364433.478
54641827AL3R,,,Yes,,Nexon,Petrol,Creative,DAYTONA_GREY,AMT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4775,200,15000,11700,600,1364433.478
54641827AM3R,,,,,Nexon,Petrol,Creative,ROYALE_BLUE,AMT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4775,200,15000,11700,600,1364433.478
54641827ANLR,,,,,Nexon,Petrol,Creative,GRSLAND_BEIG,AMT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4775,200,15000,11700,600,1364433.478
54641827ANYR,,,,,Nexon,Petrol,Creative,OCN_BLUE,AMT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4775,200,15000,11700,600,1364433.478
54641827ANZR,,,Yes,,Nexon,Petrol,Creative,PURE_GREY,AMT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4775,200,15000,11700,600,1364433.478
54641927AIJR,,,,Yes,Nexon,Petrol,Creative,PRISTIN_WHTE,DCA,1219990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1189990,39550,35000,0,128424.0155,200,15000,12200,600,1420964.016
54641927AL3R,,,,,Nexon,Petrol,Creative,DAYTONA_GREY,DCA,1219990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1189990,39550,35000,0,128424.0155,200,15000,12200,600,1420964.016
54641927AM3R,,,,Yes,Nexon,Petrol,Creative,ROYALE_BLUE,DCA,1219990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1189990,39550,35000,0,128424.0155,200,15000,12200,600,1420964.016
54641927ANLR,,,,Yes,Nexon,Petrol,Creative,GRSLAND_BEIG,DCA,1219990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1189990,39550,35000,0,128424.0155,200,15000,12200,600,1420964.016
54641927ANYR,,,,,Nexon,Petrol,Creative,OCN_BLUE,DCA,1219990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1189990,39550,35000,0,128424.0155,200,15000,12200,600,1420964.016
54641927ANZR,,,Yes,Yes,Nexon,Petrol,Creative,PURE_GREY,DCA,1219990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1189990,39550,35000,0,128424.0155,200,15000,12200,600,1420964.016
54642027AIJR,,Yes,Yes,,Nexon,Petrol,Creative,PRISTIN_WHTE,MT,1099990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1069990,37226,35000,0,116273.9728,200,15000,11000,600,1285289.973
54642027AL3R,,Yes,Yes,,Nexon,Petrol,Creative,DAYTONA_GREY,MT,1099990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1069990,37226,35000,0,116273.9728,200,15000,11000,600,1285289.973
54642027AM3R,,,Yes,,Nexon,Petrol,Creative,ROYALE_BLUE,MT,1099990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1069990,37226,35000,0,116273.9728,200,15000,11000,600,1285289.973
54642027ANLR,,,,,Nexon,Petrol,Creative,GRSLAND_BEIG,MT,1099990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1069990,37226,35000,0,116273.9728,200,15000,11000,600,1285289.973
54642027ANYR,,,,Yes,Nexon,Petrol,Creative,OCN_BLUE,MT,1099990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1069990,37226,35000,0,116273.9728,200,15000,11000,600,1285289.973
54642027ANZR,,Yes,Yes,,Nexon,Petrol,Creative,PURE_GREY,MT,1099990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1069990,37226,35000,0,116273.9728,200,15000,11000,600,1285289.973
54648926AIJR,,,Yes,Yes,Nexon,Diesel,Creative +S,PRISTIN_WHTE,AMT,1339990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1294990,44728,35000,0,186798.6523,200,15000,13400,600,1590716.652
54648926AL3R,,,,Yes,Nexon,Diesel,Creative +S,DAYTONA_GREY,AMT,1339990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1294990,44728,35000,0,186798.6523,200,15000,13400,600,1590716.652
54648926AM3R,,,,Yes,Nexon,Diesel,Creative +S,ROYALE_BLUE,AMT,1339990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1294990,44728,35000,0,186798.6523,200,15000,13400,600,1590716.652
54648926ANLR,,,,Yes,Nexon,Diesel,Creative +S,GRSLAND_BEIG,AMT,1339990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1294990,44728,35000,0,186798.6523,200,15000,13400,600,1590716.652
54648926ANYR,,,,Yes,Nexon,Diesel,Creative +S,OCN_BLUE,AMT,1339990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1294990,44728,35000,0,186798.6523,200,15000,13400,600,1590716.652
54648926ANZR,,,,Yes,Nexon,Diesel,Creative +S,PURE_GREY,AMT,1339990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1294990,44728,35000,0,186798.6523,200,15000,13400,600,1590716.652
54649026AIJR,,Yes,Yes,Yes,Nexon,Diesel,Creative +S,PRISTIN_WHTE,MT,1269990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1224990,43224,35000,0,177348.6654,200,15000,12700,600,1509062.665
54649026AL3R,,Yes,Yes,,Nexon,Diesel,Creative +S,DAYTONA_GREY,MT,1269990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1224990,43224,35000,0,177348.6654,200,15000,12700,600,1509062.665
54649026AM3R,,,,Yes,Nexon,Diesel,Creative +S,ROYALE_BLUE,MT,1269990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1224990,43224,35000,0,177348.6654,200,15000,12700,600,1509062.665
54649026ANLR,,,,Yes,Nexon,Diesel,Creative +S,GRSLAND_BEIG,MT,1269990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1224990,43224,35000,0,177348.6654,200,15000,12700,600,1509062.665
54649026ANYR,,,,Yes,Nexon,Diesel,Creative +S,OCN_BLUE,MT,1269990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1224990,43224,35000,0,177348.6654,200,15000,12700,600,1509062.665
54649026ANZR,,,,Yes,Nexon,Diesel,Creative +S,PURE_GREY,MT,1269990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1224990,43224,35000,0,177348.6654,200,15000,12700,600,1509062.665
54649126AIJR,,,Yes,Yes,Nexon,Petrol,Creative +S,PRISTIN_WHTE,AMT,1199990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1169990,39161,35000,0,126399.0072,200,15000,12000,600,1398350.007
54649126AL3R,,,Yes,Yes,Nexon,Petrol,Creative +S,DAYTONA_GREY,AMT,1199990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1169990,39161,35000,0,126399.0072,200,15000,12000,600,1398350.007
54649126AM3R,,,,,Nexon,Petrol,Creative +S,ROYALE_BLUE,AMT,1199990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1169990,39161,35000,0,126399.0072,200,15000,12000,600,1398350.007
54649126ANLR,,,,,Nexon,Petrol,Creative +S,GRSLAND_BEIG,AMT,1199990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1169990,39161,35000,0,126399.0072,200,15000,12000,600,1398350.007
54649126ANYR,,,,Yes,Nexon,Petrol,Creative +S,OCN_BLUE,AMT,1199990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1169990,39161,35000,0,126399.0072,200,15000,12000,600,1398350.007
54649126ANZR,,,,,Nexon,Petrol,Creative +S,PURE_GREY,AMT,1199990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1169990,39161,35000,0,126399.0072,200,15000,12000,600,1398350.007
54649326AIJR,,Yes,Yes,Yes,Nexon,Petrol,Creative +S,PRISTIN_WHTE,MT,1129990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1099990,37807,35000,0,119311.4809,200,15000,11300,600,1319208.481
54649326AL3R,,Yes,Yes,,Nexon,Petrol,Creative +S,DAYTONA_GREY,MT,1129990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1099990,37807,35000,0,119311.4809,200,15000,11300,600,1319208.481
54649326AM3R,,,,,Nexon,Petrol,Creative +S,ROYALE_BLUE,MT,1129990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1099990,37807,35000,0,119311.4809,200,15000,11300,600,1319208.481
54649326ANLR,,,,,Nexon,Petrol,Creative +S,GRSLAND_BEIG,MT,1129990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1099990,37807,35000,0,119311.4809,200,15000,11300,600,1319208.481
54649326ANYR,,Yes,Yes,,Nexon,Petrol,Creative +S,OCN_BLUE,MT,1129990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1099990,37807,35000,0,119311.4809,200,15000,11300,600,1319208.481
54649326ANZR,,Yes,Yes,Yes,Nexon,Petrol,Creative +S,PURE_GREY,MT,1129990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1099990,37807,35000,0,119311.4809,200,15000,11300,600,1319208.481
54649426AQ2R,,,,Yes,Nexon,Diesel,Creative +S DK,CARBN_BLK_HS,AMT,1379990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1334990,45587,35000,0,192198.6628,200,15000,13800,600,1637375.663
54649526AQ2R,,,Yes,Yes,Nexon,Diesel,Creative +S DK,CARBN_BLK_HS,MT,1309990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1264990,44085,35000,0,182748.6392,200,15000,13100,600,1555723.639
54649626AQ2R,,,Yes,Yes,Nexon,Petrol,Creative +S DK,CARBN_BLK_HS,AMT,1239990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1209990,39936,35000,0,130448.9719,200,15000,12400,600,1443574.972
54649826AQ2R,,,Yes,Yes,Nexon,Petrol,Creative +S DK,CARBN_BLK_HS,MT,1169990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1139990,38582,35000,0,123361.4812,200,15000,11700,600,1364433.481
54643027AP7R,,,,Yes,Nexon,Diesel,Creative + PS,OCNBLU_PREWT,AMT,1439990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1394990,46878,35000,0,200298.6963,200,15000,14400,600,1707366.696
54643027AQ3R,,,Yes,,Nexon,Diesel,Creative + PS,PREWT_CRNBKH,AMT,1439990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1394990,46878,35000,0,200298.6963,200,15000,14400,600,1707366.696
54643027AQ4R,,,,,Nexon,Diesel,Creative + PS,DYNGY_CRNBKH,AMT,1439990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1394990,46878,35000,0,200298.6963,200,15000,14400,600,1707366.696
54643027AQRR,,,,Yes,Nexon,Diesel,Creative + PS,PVRGRY_CRNBK,AMT,1439990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1394990,46878,35000,0,200298.6963,200,15000,14400,600,1707366.696
54643027AQYR,,,,Yes,Nexon,Diesel,Creative + PS,GRDBG_CRNBKH,AMT,1439990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1394990,46878,35000,0,200298.6963,200,15000,14400,600,1707366.696
54643027AQZR,,,,Yes,Nexon,Diesel,Creative + PS,RYLBL_CRNBKH,AMT,1439990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1394990,46878,35000,0,200298.6963,200,15000,14400,600,1707366.696
54643127AP7R,,,,Yes,Nexon,Diesel,Creative + PS,OCNBLU_PREWT,MT,1369990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1324990,45374,35000,0,190848.6248,200,15000,13700,600,1625712.625
54643127AQ3R,,,,,Nexon,Diesel,Creative + PS,PREWT_CRNBKH,MT,1369990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1324990,45374,35000,0,190848.6248,200,15000,13700,600,1625712.625
54643127AQ4R,,,,Yes,Nexon,Diesel,Creative + PS,DYNGY_CRNBKH,MT,1369990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1324990,45374,35000,0,190848.6248,200,15000,13700,600,1625712.625
54643127AQRR,,,,Yes,Nexon,Diesel,Creative + PS,PVRGRY_CRNBK,MT,1369990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1324990,45374,35000,0,190848.6248,200,15000,13700,600,1625712.625
54643127AQYR,,,,,Nexon,Diesel,Creative + PS,GRDBG_CRNBKH,MT,1369990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1324990,45374,35000,0,190848.6248,200,15000,13700,600,1625712.625
54643127AQZR,,,,Yes,Nexon,Diesel,Creative + PS,RYLBL_CRNBKH,MT,1369990,15000,0,0,0,0,30000,0,0,0,0,0,0,,1324990,45374,35000,0,190848.6248,200,15000,13700,600,1625712.625
54643327AP7R,,,,,Nexon,Petrol,Creative + PS,OCNBLU_PREWT,DCA,1349990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1319990,42069,35000,0,141586.4809,200,15000,13500,600,1567945.481
54643327AQ3R,,Yes,Yes,Yes,Nexon,Petrol,Creative + PS,PREWT_CRNBKH,DCA,1349990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1319990,42069,35000,0,141586.4809,200,15000,13500,600,1567945.481
54643327AQ4R,,,Yes,,Nexon,Petrol,Creative + PS,DYNGY_CRNBKH,DCA,1349990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1319990,42069,35000,0,141586.4809,200,15000,13500,600,1567945.481
54643327AQRR,,,Yes,Yes,Nexon,Petrol,Creative + PS,PVRGRY_CRNBK,DCA,1349990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1319990,42069,35000,0,141586.4809,200,15000,13500,600,1567945.481
54643327AQYR,,,,,Nexon,Petrol,Creative + PS,GRDBG_CRNBKH,DCA,1349990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1319990,42069,35000,0,141586.4809,200,15000,13500,600,1567945.481
54643327AQZR,,,,Yes,Nexon,Petrol,Creative + PS,RYLBL_CRNBKH,DCA,1349990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1319990,42069,35000,0,141586.4809,200,15000,13500,600,1567945.481
54643427AP7R,,,,Yes,Nexon,Petrol,Creative + PS,OCNBLU_PREWT,MT,1229990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1199990,39745,35000,0,129436.5139,200,15000,12300,600,1432271.514
54643427AQ3R,,Yes,Yes,,Nexon,Petrol,Creative + PS,PREWT_CRNBKH,MT,1229990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1199990,39745,35000,0,129436.5139,200,15000,12300,600,1432271.514
54643427AQ4R,,,Yes,,Nexon,Petrol,Creative + PS,DYNGY_CRNBKH,MT,1229990,15000,0,0,0,0,15000,0,0,0,0,0,0,,1199990,39745,35000,0,129436.5139,200,15000,12300,600,1432271.514
